Title,Postcode,Size,Price,URL
Traumhaft sanierte 2-Zimmer Wohnung in Top-Lage! Nähe U2 Messe-Prater,1020,40 m²,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/traumhaft-sanierte-2-zimmer-wohnung-in-top-lage-naehe-u2-messe-prater-1948748017/
Lichtdurchflutete 4 Zimmer Wohnung im Dachgeschoss in Grünruhelage - sanierungsbedürftig,1140,91 m²,€ 279.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/lichtdurchflutete-4-zimmer-wohnung-im-dachgeschoss-in-gruenruhelage-sanierungsbeduerftig-604201086/
++ QUALITY of LIFE ++ LUXUS DACHGESCHOSSWOHNUNG,1190,138 m²,€ 1.260.900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/-quality-of-life-luxus-dachgeschosswohnung-966802072/
JADE - Harmonie trifft Eleganz !,1150,136 m²,€ 1.050.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/jade-harmonie-trifft-eleganz-1047211814/
WEIHNACHTSAKTION! Traumgarten / Traumwohnung / Traumlage! Großer Eigengarten + Perfekte Raumaufteilung + Luftwärmepumpe und Solaranlage + Grün- und Ruhelage + Garage!,1220,60 m²,€ 344.500,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/weihnachtsaktion-traumgarten-traumwohnung-traumlage-grosser-eigengarten-perfekte-raumaufteilung-luftwaermepumpe-und-solaranlage-gruen-und-ruhelage-garage-2101924640/
*** 200 m² FREIFLÄCHE - ERSTBEZUG - AUGARTEN - KARMELITERMARKT - U2 / U4 SCHOTTENRING - PROVISIONSFREI - MIETKAUF ***,1020,200 m²,€ 398.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/-200-m-freiflaeche-erstbezug-augarten-karmelitermarkt-u2-u4-schottenring-provisionsfrei-mietkauf-1689671472/
"Sonnige, wunderschöne 2-Zimmer Altbau Wohnung in TOP Lage | 80 m zur U3 | Balkon-Anbau möglich",1030,70 m²,€ 490.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/sonnige-wunderschoene-2-zimmer-altbau-wohnung-in-top-lage-80-m-zur-u3-balkon-anbau-moeglich-1633469201/
The Modeen - Modern / Green / Thirteen,1130,137 m²,€ 1.599.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/the-modeen-modern-green-thirteen-1695187830/
The Modeen - Modern / Green / Thirteen,1130,83 m²,€ 999.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/the-modeen-modern-green-thirteen-786470466/
The Modeen - Modern / Green / Thirteen,1130,68 m²,€ 699.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/the-modeen-modern-green-thirteen-2074827366/
*NEU* Exklusive 3-Zimmer Wohnung mit Terrasse und Garten in Essling,1220,57 m²,€ 355.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-neu-exklusive-3-zimmer-wohnung-mit-terrasse-und-garten-in-essling-1187184467/
*NEU* Traumhafte 2-Zimmer Wohnung mit Balkon in Essling,1220,42 m²,€ 259.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-neu-traumhafte-2-zimmer-wohnung-mit-balkon-in-essling-1732867695/
*NEU* Exklusive 3-Zimmer Wohnung mit Balkon in Essling!,1220,57 m²,€ 355.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-neu-exklusive-3-zimmer-wohnung-mit-balkon-in-essling-1066739212/
*Frühjahr 2026* 3-Zimmer Gartenwohnung in Essling,2026,77 m²,€ 475.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-fruehjahr-2026-3-zimmer-gartenwohnung-in-essling-1683856362/
*NEU* Gartenwohnung im Herzen von Essling!,1220,45 m²,€ 280.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-neu-gartenwohnung-im-herzen-von-essling-2089275742/
ALLES MIT STYLE II AIRBNB oder SELBST EINZIEHEN II KOMPLETT MÖBLIERTE TERRASSENWOHNUNG II SOFORT NUTZBAR II NÄHE U6/AKH/VOLKSOPER/WUK,1180,54 m²,€ 345.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/alles-mit-style-ii-airbnb-oder-selbst-einziehen-ii-komplett-moeblierte-terrassenwohnung-ii-sofort-nutzbar-ii-naehe-u6-akh-volksoper-wuk-1932660930/
*NEU* Exklusive 3-Zimmer Wohnung mit Terrasse und Garten in Essling,1220,57 m²,€ 355.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-neu-exklusive-3-zimmer-wohnung-mit-terrasse-und-garten-in-essling-1187184467/
*NEU* Traumhafte 2-Zimmer Wohnung mit Balkon in Essling,1220,42 m²,€ 259.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-neu-traumhafte-2-zimmer-wohnung-mit-balkon-in-essling-1732867695/
*NEU* Exklusive 3-Zimmer Wohnung mit Balkon in Essling!,1220,57 m²,€ 355.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-neu-exklusive-3-zimmer-wohnung-mit-balkon-in-essling-1066739212/
*Frühjahr 2026* 3-Zimmer Gartenwohnung in Essling,2026,77 m²,€ 475.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-fruehjahr-2026-3-zimmer-gartenwohnung-in-essling-1683856362/
*NEU* Gartenwohnung im Herzen von Essling!,1220,45 m²,€ 280.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-neu-gartenwohnung-im-herzen-von-essling-2089275742/
ALLES MIT STYLE II AIRBNB oder SELBST EINZIEHEN II KOMPLETT MÖBLIERTE TERRASSENWOHNUNG II SOFORT NUTZBAR II NÄHE U6/AKH/VOLKSOPER/WUK,1180,54 m²,€ 345.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/alles-mit-style-ii-airbnb-oder-selbst-einziehen-ii-komplett-moeblierte-terrassenwohnung-ii-sofort-nutzbar-ii-naehe-u6-akh-volksoper-wuk-1932660930/
"ERSTBEZUG! Exklusive 3-Zimmer Dachgeschosswohnung, Nähe U6- Alser Straße und AKH",1090,103 m²,€ 1.200.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/erstbezug-exklusive-3-zimmer-dachgeschosswohnung-naehe-u6-alser-strasse-und-akh-705973545/
"ERSTBEZUG! Exklusive 3-Zimmer Dachgeschosswohnung, Nähe U6- Alser Straße und AKH",1090,74 m²,€ 870.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/erstbezug-exklusive-3-zimmer-dachgeschosswohnung-naehe-u6-alser-strasse-und-akh-705973552/
"ERSTBEZUG! Exklusive 3-Zimmer Dachgeschosswohnung, Nähe Alser Straße",1090,125 m²,€ 1.600.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/erstbezug-exklusive-3-zimmer-dachgeschosswohnung-naehe-alser-strasse-705973550/
2-Zimmer Wohnung mit Loggia in Innenhofruhelage - Erstbezug nach hochwertiger Sanierung,1200,65 m²,€ 319.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/2-zimmer-wohnung-mit-loggia-in-innenhofruhelage-erstbezug-nach-hochwertiger-sanierung-2145121270/
"Atelier: Lage, Luxus, Leben: Maja setzt neue Maßstäbe für urbanes Wohnen in Wien.",1100,149 m²,€ 612.300,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/atelier-lage-luxus-leben-maja-setzt-neue-massstaebe-fuer-urbanes-wohnen-in-wien-1748728218/
"Blick, Schnitt, Anbindung, Freizeitwert - perfekt!",1220,67 m²,€ 398.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/blick-schnitt-anbindung-freizeitwert-perfekt-785338369/
"Saniertes Neubau DG mit Balkon in den ruhigen Innenhof | En-Suite Bad | 1 Min. zur U3 Kardinal-Nagl-Platz | 6 Min. in den Stadtpark, Belvedere, Prater sowie 1. Bezirk",1030,94 m²,€ 630.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/saniertes-neubau-dg-mit-balkon-in-den-ruhigen-innenhof-en-suite-bad-1-min-zur-u3-kardinal-nagl-platz-6-min-in-den-stadtpark-belvedere-prater-sowie-1-bezirk-1180456573/
VERKAUFT! Letze Wohnungen verfügbar - provisionsfrei! Wunderschöne 4-Zimmer-Wohnung zum Top-Preis,1030,124 m²,"€ 795.706,02",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/verkauft-letze-wohnungen-verfuegbar-provisionsfrei-wunderschoene-4-zimmer-wohnung-zum-top-preis-1660274332/
Vielfalt an Wohnoptionen - Wohnträume wahrwerden lassen beim Prater,1020,69 m²,€ 474.900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/vielfalt-an-wohnoptionen-wohntraeume-wahrwerden-lassen-beim-prater-1183828750/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,50 m²,€ 300.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1409267612/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,50 m²,€ 275.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1829110095/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,43 m²,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1840665242/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,56 m²,"€ 310.909,09",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1288102031/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,49 m²,"€ 271.636,37",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-942941341/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,49 m²,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-873601892/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,54 m²,"€ 343.636,37",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1754828800/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,40 m²,"€ 256.363,63",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1325922515/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,39 m²,"€ 196.363,63",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-2121373164/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,36 m²,"€ 229.090,91",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-2074764942/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,36 m²,€ 210.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-2135408199/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,43 m²,"€ 271.636,37",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1799840005/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,54 m²,€ 315.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1552095520/
*NEU* Gartenwohnung im Herzen von Essling!,1220,45 m²,€ 280.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-neu-gartenwohnung-im-herzen-von-essling-2089275742/
ALLES MIT STYLE II AIRBNB oder SELBST EINZIEHEN II KOMPLETT MÖBLIERTE TERRASSENWOHNUNG II SOFORT NUTZBAR II NÄHE U6/AKH/VOLKSOPER/WUK,1180,54 m²,€ 345.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/alles-mit-style-ii-airbnb-oder-selbst-einziehen-ii-komplett-moeblierte-terrassenwohnung-ii-sofort-nutzbar-ii-naehe-u6-akh-volksoper-wuk-1932660930/
"ERSTBEZUG! Exklusive 3-Zimmer Dachgeschosswohnung, Nähe U6- Alser Straße und AKH",1090,103 m²,€ 1.200.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/erstbezug-exklusive-3-zimmer-dachgeschosswohnung-naehe-u6-alser-strasse-und-akh-705973545/
"ERSTBEZUG! Exklusive 3-Zimmer Dachgeschosswohnung, Nähe U6- Alser Straße und AKH",1090,74 m²,€ 870.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/erstbezug-exklusive-3-zimmer-dachgeschosswohnung-naehe-u6-alser-strasse-und-akh-705973552/
"ERSTBEZUG! Exklusive 3-Zimmer Dachgeschosswohnung, Nähe Alser Straße",1090,125 m²,€ 1.600.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/erstbezug-exklusive-3-zimmer-dachgeschosswohnung-naehe-alser-strasse-705973550/
2-Zimmer Wohnung mit Loggia in Innenhofruhelage - Erstbezug nach hochwertiger Sanierung,1200,65 m²,€ 319.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/2-zimmer-wohnung-mit-loggia-in-innenhofruhelage-erstbezug-nach-hochwertiger-sanierung-2145121270/
"Atelier: Lage, Luxus, Leben: Maja setzt neue Maßstäbe für urbanes Wohnen in Wien.",1100,149 m²,€ 612.300,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/atelier-lage-luxus-leben-maja-setzt-neue-massstaebe-fuer-urbanes-wohnen-in-wien-1748728218/
"Blick, Schnitt, Anbindung, Freizeitwert - perfekt!",1220,67 m²,€ 398.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/blick-schnitt-anbindung-freizeitwert-perfekt-785338369/
"Saniertes Neubau DG mit Balkon in den ruhigen Innenhof | En-Suite Bad | 1 Min. zur U3 Kardinal-Nagl-Platz | 6 Min. in den Stadtpark, Belvedere, Prater sowie 1. Bezirk",1030,94 m²,€ 630.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/saniertes-neubau-dg-mit-balkon-in-den-ruhigen-innenhof-en-suite-bad-1-min-zur-u3-kardinal-nagl-platz-6-min-in-den-stadtpark-belvedere-prater-sowie-1-bezirk-1180456573/
VERKAUFT! Letze Wohnungen verfügbar - provisionsfrei! Wunderschöne 4-Zimmer-Wohnung zum Top-Preis,1030,124 m²,"€ 795.706,02",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/verkauft-letze-wohnungen-verfuegbar-provisionsfrei-wunderschoene-4-zimmer-wohnung-zum-top-preis-1660274332/
Vielfalt an Wohnoptionen - Wohnträume wahrwerden lassen beim Prater,1020,69 m²,€ 474.900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/vielfalt-an-wohnoptionen-wohntraeume-wahrwerden-lassen-beim-prater-1183828750/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,50 m²,€ 300.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1409267612/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,50 m²,€ 275.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1829110095/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,43 m²,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1840665242/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,56 m²,"€ 310.909,09",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1288102031/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,49 m²,"€ 271.636,37",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-942941341/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,49 m²,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-873601892/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,54 m²,"€ 343.636,37",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1754828800/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,40 m²,"€ 256.363,63",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1325922515/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,39 m²,"€ 196.363,63",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-2121373164/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,36 m²,"€ 229.090,91",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-2074764942/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,36 m²,€ 210.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-2135408199/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,43 m²,"€ 271.636,37",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1799840005/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,54 m²,€ 315.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1552095520/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,39 m²,€ 180.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1965901001/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,56 m²,€ 285.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1397079478/
#SQ - MODERNE 4 ZIMMER WOHNUNG MIT ZENTRALER WOHNKÜCHE - WG GEEIGNET,1160,121 m²,€ 449.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/-sq-moderne-4-zimmer-wohnung-mit-zentraler-wohnkueche-wg-geeignet-1326881309/
KLEINWOHNUNG IN HOFRUHELAGE - Sonnige Gemeinschafts-Dachterrasse,1050,48 m²,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/kleinwohnung-in-hofruhelage-sonnige-gemeinschafts-dachterrasse-1370848976/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,39 m²,"€ 196.363,63",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-2121373164/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,36 m²,"€ 229.090,91",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-2074764942/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,36 m²,€ 210.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-2135408199/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE | ANLEGERWOHNUNG,1220,43 m²,"€ 271.636,37",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-anlegerwohnung-1799840005/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,54 m²,€ 315.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1552095520/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,39 m²,€ 180.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1965901001/
| TOP-NEUBAU | ERSTBEZUG | WÄRMEPUMPE,1220,56 m²,€ 285.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-top-neubau-erstbezug-waermepumpe-1397079478/
#SQ - MODERNE 4 ZIMMER WOHNUNG MIT ZENTRALER WOHNKÜCHE - WG GEEIGNET,1160,121 m²,€ 449.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/-sq-moderne-4-zimmer-wohnung-mit-zentraler-wohnkueche-wg-geeignet-1326881309/
KLEINWOHNUNG IN HOFRUHELAGE - Sonnige Gemeinschafts-Dachterrasse,1050,48 m²,€ 249.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/kleinwohnung-in-hofruhelage-sonnige-gemeinschafts-dachterrasse-1370848976/
"Bezaubernde Stadtwohnung in 1220 Wien - Modernes Wohnen auf 54m² mit Balkon und Loggia für nur 257.000,00 EUR!",1220,54m²,€ 257.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/bezaubernde-stadtwohnung-in-1220-wien-modernes-wohnen-auf-54m-mit-balkon-und-loggia-fuer-nur-257-000-00-eur-1782687030/
Wohnen am Wienerberg: 38 hochwertige Eigentumswohnungen in Top-Lage,1100,51 m²,€ 325.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/wohnen-am-wienerberg-38-hochwertige-eigentumswohnungen-in-top-lage-2118249237/
Wohnen am Wienerberg: 38 hochwertige Eigentumswohnungen in Top-Lage,1100,51 m²,€ 326.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/wohnen-am-wienerberg-38-hochwertige-eigentumswohnungen-in-top-lage-1870171599/
Wohnen am Wienerberg: 38 hochwertige Eigentumswohnungen in Top-Lage,1100,50 m²,€ 324.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/wohnen-am-wienerberg-38-hochwertige-eigentumswohnungen-in-top-lage-992066052/
Wohnen am Wienerberg: 38 hochwertige Eigentumswohnungen in Top-Lage,1100,51 m²,€ 324.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/wohnen-am-wienerberg-38-hochwertige-eigentumswohnungen-in-top-lage-834863243/
Wohnen am Wienerberg: 38 hochwertige Eigentumswohnungen in Top-Lage,1100,51 m²,€ 326.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/wohnen-am-wienerberg-38-hochwertige-eigentumswohnungen-in-top-lage-1944032358/
Wohnen am Wienerberg: 38 hochwertige Eigentumswohnungen in Top-Lage,1100,51 m²,€ 331.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/wohnen-am-wienerberg-38-hochwertige-eigentumswohnungen-in-top-lage-985803391/
Exklusives Wohnportfolio in unmittelbarer Nähe zum Belvedere und dem Erste Bank Campus,1040,86 m²,€ 409.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1040-wieden/exklusives-wohnportfolio-in-unmittelbarer-naehe-zum-belvedere-und-dem-erste-bank-campus-1917205783/
Exklusives Wohnportfolio in unmittelbarer Nähe zum Belvedere und dem Erste Bank Campus,1040,103 m²,€ 459.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1040-wieden/exklusives-wohnportfolio-in-unmittelbarer-naehe-zum-belvedere-und-dem-erste-bank-campus-795541338/
Exklusives Wohnportfolio in unmittelbarer Nähe zum Belvedere und dem Erste Bank Campus,1040,75 m²,€ 369.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1040-wieden/exklusives-wohnportfolio-in-unmittelbarer-naehe-zum-belvedere-und-dem-erste-bank-campus-935704456/
Exklusives Wohnportfolio in unmittelbarer Nähe zum Belvedere und dem Erste Bank Campus,1040,77 m²,€ 169.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1040-wieden/exklusives-wohnportfolio-in-unmittelbarer-naehe-zum-belvedere-und-dem-erste-bank-campus-1257103872/
Exklusives Wohnportfolio in unmittelbarer Nähe zum Belvedere und dem Erste Bank Campus,1040,75 m²,€ 375.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1040-wieden/exklusives-wohnportfolio-in-unmittelbarer-naehe-zum-belvedere-und-dem-erste-bank-campus-1451850483/
